user_loc,fr_loc,scaled_sci,Migrants_from_fr
TG,KW,12323,..
TG,KY,3497,..
TG,KZ,836,..
TG,LA,703,..
TG,LB,23248,..
TG,LC,6585,..
TG,LK,1778,..
TG,LR,96504,172
TG,LS,53908,..
TG,LT,645,..
TG,LU,19854,..
TG,LV,1150,..
TG,LY,8263,..
TG,MA,7316,..
TG,MD,793,..
TG,ME,3273,..
TG,MG,45453,..
TG,MK,1074,..
TG,ML,281781,8330
TG,MM,466,..
TG,MN,694,..
TG,MO,1560,..
TG,MQ,12427,#N/A
TG,MR,58735,148
TG,MT,7892,..
TG,MU,7486,..
TG,MV,1902,..
TG,MW,20699,..
TG,MX,953,..
TG,MY,1166,..
TG,MZ,38771,..
TG,NC,4179,..
TG,NE,797929,67214
TG,NG,76059,32796
TG,NI,2056,..
TG,NL,2070,..
TG,NO,924,..
TG,NP,1227,..
TG,NZ,509,..
TG,OM,4142,..
TG,PA,1708,..
TG,PE,939,..
TG,PF,4615,..
TG,PG,11840,..
TG,PH,2064,..
TG,PK,2413,..
TG,PL,508,..
TG,PR,814,..
TG,PS,1103,#N/A
TG,PT,2366,..
TG,PY,2547,..
TG,QA,5247,..
TG,RE,7264,#N/A
TG,RO,1656,..
TG,RS,1014,..
TG,RW,26110,682
TG,SA,4986,..
TG,SB,5762,..
TG,SC,19252,..
TG,SE,1674,..
TG,SG,1103,..
TG,SI,885,..
TG,SK,524,..
TG,SL,78891,107
TG,SN,95897,1033
TG,SR,12565,..
TG,ST,31478,42
TG,SV,1168,..
TG,SZ,45910,#N/A
TG,TD,364845,731
TG,TG,38675270,..
TG,TH,401,..
TG,TJ,1804,..
TG,TL,1770,..
TG,TN,5194,..
TG,TO,2144,..
TG,TR,1992,..
TG,TT,4424,..
TG,TW,379,#N/A
TG,TZ,54995,..
TG,UA,1028,..
TG,UG,50145,..
TG,US,4576,186
TG,UY,1255,..
TG,UZ,1021,..
TG,VC,8087,..
TG,VN,327,..
TG,VU,3103,..
TG,WS,1727,..
TG,XK,998,#N/A
TG,YT,14904,#N/A
TG,ZA,26681,..
TG,ZM,42815,..
TG,ZW,16741,..
TG,NA,52641,..
TH,AE,2362,..
TH,AG,249,..
TH,AL,325,..
TH,AM,160,..
TH,AO,235,..
TH,AR,181,..
TH,AT,1346,..
TH,AU,5322,1457
TH,AW,294,..
TH,AZ,274,..
TH,BA,196,..
TH,BB,286,..
TH,BD,698,1445
TH,BE,1279,..
TH,BF,243,..
TH,BG,339,..
TH,BH,8872,..
TH,BI,183,..
TH,BJ,314,..
TH,BN,5535,..
TH,BO,196,..
TH,BR,172,..
TH,BS,306,..
TH,BT,2866,..
TH,BW,171,..
TH,BY,518,..
TH,BZ,160,..
TH,CA,866,773
TH,CD,178,16
TH,CF,214,..
TH,CG,219,..
TH,CH,3659,967
TH,CI,270,16
TH,CL,178,..
TH,CM,449,..
TH,CO,184,..
TH,CR,266,..
TH,CV,139,..
TH,CW,282,..
TH,CY,976,..
TH,CZ,430,..
TH,DE,1550,2366
TH,DJ,245,..
TH,DK,2353,659
TH,DO,270,..
TH,DZ,306,..
TH,EC,162,..
TH,EE,655,..
TH,EG,452,..
TH,ES,407,..
TH,ET,253,2
TH,FI,2589,..
TH,FJ,304,..
TH,FR,795,1357
TH,GA,188,..
TH,GB,1508,2128
TH,GD,321,..
TH,GE,286,..
TH,GF,538,#N/A
TH,GH,466,..
TH,GM,510,..
TH,GN,611,..
TH,GP,301,#N/A
TH,GQ,358,..
TH,GR,442,..
TH,GT,117,..
TH,GU,1234,..
TH,GW,208,..
TH,GY,200,..
TH,HK,3433,..
TH,HN,157,..
TH,HR,320,..
TH,HT,171,..
TH,HU,466,..
TH,ID,862,690
TH,IE,1275,..
TH,IM,1801,..
TH,IN,336,9162
TH,IS,3787,..
TH,IT,686,630
TH,JE,3080,#N/A
TH,JM,263,..
TH,JO,599,..
TH,JP,3858,8406
TH,KE,303,..
TH,KG,236,..
TH,KH,62505,680686
TH,KI,418,..
TH,KM,151,..
TH,KR,18391,935
TH,KW,1288,..
TH,KY,1484,..
TH,KZ,259,..
TH,LA,150928,923050
TH,LB,470,..
TH,LC,321,..
TH,LK,827,7931
TH,LR,486,1
TH,LS,112,..
TH,LT,332,..
TH,LU,1670,..
TH,LV,417,..
TH,LY,236,..
TH,MA,589,..
TH,MD,188,..
TH,ME,529,..
TH,MG,364,..
TH,MK,387,..
TH,ML,289,..
TH,MM,36189,1835106
TH,MN,387,..
TH,MO,6043,..
TH,MQ,291,#N/A
TH,MR,207,..
TH,MT,1934,..
TH,MU,571,..
TH,MV,3255,..
TH,MW,148,..
TH,MX,161,..
TH,MY,9699,1352
TH,MZ,255,..
TH,NC,996,..
TH,NE,256,..
TH,NG,529,..
TH,NI,190,..
TH,NL,1333,700
TH,NO,4259,739
TH,NP,606,11514
TH,NZ,3627,1852
TH,OM,3184,..
TH,PA,198,..
TH,PE,219,..
TH,PF,570,..
TH,PG,326,..
TH,PH,1369,1349
TH,PK,1130,2415
TH,PL,270,..
TH,PR,235,..
TH,PS,250,#N/A
TH,PT,513,545
TH,PY,209,..
TH,QA,2181,..
TH,RE,494,#N/A
TH,RO,297,..
TH,RS,388,..
TH,RW,255,4
TH,SA,798,1
TH,SB,271,..
TH,SC,1645,..
TH,SE,3882,717
TH,SG,10557,750
TH,SI,628,..
TH,SK,318,..
TH,SL,490,..
TH,SN,373,..
TH,SR,237,..
TH,ST,153,..
TH,SV,143,..
TH,SZ,148,#N/A
TH,TD,214,..
TH,TG,401,2
TH,TH,1289300,..
TH,TJ,375,..
TH,TL,638,..
TH,TN,419,..
TH,TO,426,..
TH,TR,487,1
TH,TT,308,..
TH,TW,4800,#N/A
TH,TZ,323,..
TH,UA,336,..
TH,UG,442,..
TH,US,867,4174
TH,UY,187,..
TH,UZ,348,..
TH,VC,281,..
TH,VN,1229,7255
TH,VU,504,..
TH,WS,186,..
TH,XK,268,#N/A
TH,YT,142,#N/A
TH,ZA,233,..
TH,ZM,208,..
TH,ZW,212,1
TH,NA,334,..
TJ,AE,9127,..
TJ,AG,476,..
TJ,AL,1176,..
TJ,AM,15331,198
TJ,AO,1204,..
TJ,AR,398,..
TJ,AT,3825,65
TJ,AU,663,..
TJ,AW,396,..
TJ,AZ,31941,173
TJ,BA,1385,..
TJ,BB,302,..
TJ,BD,1777,..
TJ,BE,1145,..
TJ,BF,1468,..
TJ,BG,2744,..
TJ,BH,1531,..
TJ,BI,1270,..
TJ,BJ,3471,..
TJ,BN,738,23
TJ,BO,405,..
TJ,BR,398,..
TJ,BS,881,..
TJ,BT,1596,..
TJ,BW,815,..
TJ,BY,28441,698
TJ,BZ,528,..
TJ,CA,3240,50
TJ,CD,1070,..
TJ,CF,1286,..
TJ,CG,1510,..
TJ,CH,2578,53
TJ,CI,1988,..
TJ,CL,250,..
TJ,CM,2910,..
TJ,CO,512,..
TJ,CR,557,..
TJ,CV,435,..
TJ,CW,276,..
TJ,CY,6639,..
TJ,CZ,2320,..
TJ,DE,5002,138
TJ,DJ,1136,..
TJ,DK,893,134
TJ,DO,980,..
TJ,DZ,1385,133
TJ,EC,427,..
TJ,EE,4259,..
TJ,EG,1171,..
TJ,ES,604,..
TJ,ET,1129,..
TJ,FI,1171,..
TJ,FJ,609,..
TJ,FR,779,..
TJ,GA,1039,..
TJ,GB,1012,322
TJ,GD,562,..
TJ,GE,11415,682
TJ,GF,557,#N/A
TJ,GH,3697,..
TJ,GM,2632,..
TJ,GN,1791,..
TJ,GP,171,#N/A
TJ,GQ,2360,..
TJ,GR,1532,..
TJ,GT,363,..
TJ,GU,352,..
TJ,GW,1092,..
TJ,GY,650,..
TJ,HK,794,..
TJ,HN,680,..
TJ,HR,793,..
TJ,HT,1153,..
TJ,HU,833,..
TJ,ID,941,..
TJ,IE,548,..
TJ,IM,242,..
TJ,IN,608,634
TJ,IS,1099,..
TJ,IT,724,..
TJ,JE,618,#N/A
TJ,JM,682,..
TJ,JO,1327,..
TJ,JP,731,..
TJ,KE,2303,..
TJ,KG,159021,11590
TJ,KH,953,..
TJ,KI,492,..
TJ,KM,561,..
TJ,KR,3382,..
TJ,KW,1751,..
TJ,KY,409,..
TJ,KZ,69004,862
TJ,LA,1033,..
TJ,LB,1360,..
TJ,LC,419,..
TJ,LK,882,..
TJ,LR,2486,..
TJ,LS,1148,..
TJ,LT,8009,..
TJ,LU,1965,..
TJ,LV,8121,..
TJ,LY,702,..
TJ,MA,1481,..
TJ,MD,11132,808
TJ,ME,2264,..
TJ,MG,1412,..
TJ,MK,1452,..
TJ,ML,1300,..
TJ,MM,270,..
TJ,MN,8828,..
TJ,MO,388,..
TJ,MQ,172,#N/A
TJ,MR,1224,..
TJ,MT,1091,..
TJ,MU,1235,..
TJ,MV,6676,..
TJ,MW,810,..
TJ,MX,402,..
TJ,MY,846,..
TJ,MZ,1679,..
TJ,NC,145,..
TJ,NE,2712,25
TJ,NG,1747,..
TJ,NI,670,..
TJ,NL,1432,51
TJ,NO,1025,..
TJ,NP,639,..
TJ,NZ,550,112
TJ,OM,2227,36
TJ,PA,538,..
TJ,PE,405,..
TJ,PF,333,..
TJ,PG,1013,..
TJ,PH,1150,..
TJ,PK,3572,152
TJ,PL,2608,37
TJ,PR,235,..
TJ,PS,912,#N/A
TJ,PT,750,..
TJ,PY,754,..
TJ,QA,3145,..
TJ,RE,172,#N/A
TJ,RO,1170,..
TJ,RS,1388,..
TJ,RW,1212,..
TJ,SA,2244,..
TJ,SB,704,..
TJ,SC,1193,..
TJ,SE,3244,..
TJ,SG,602,..
TJ,SI,742,..
TJ,SK,856,..
TJ,SL,3614,..
TJ,SN,1036,..
TJ,SR,794,..
TJ,ST,1235,..
TJ,SV,436,..
TJ,SZ,1120,#N/A
TJ,TD,1774,..
TJ,TG,1804,..
TJ,TH,375,..
TJ,TJ,28473866,..
TJ,TL,798,..
TJ,TN,1190,..
TJ,TO,1533,..
TJ,TR,6881,797
TJ,TT,572,..
TJ,TW,274,#N/A
TJ,TZ,2361,..
TJ,UA,29529,1241
TJ,UG,2810,..
TJ,US,1438,281
TJ,UY,382,..
TJ,UZ,443674,7746
TJ,VC,406,..
TJ,VN,387,..
TJ,VU,513,..
TJ,WS,785,..
TJ,XK,1306,#N/A
TJ,YT,168,#N/A
TJ,ZA,582,..
TJ,ZM,1331,23
TJ,ZW,731,..
TJ,NA,2063,..
TL,AE,2219,..
TL,AG,1090,..
TL,AL,594,..
TL,AM,202,..
TL,AO,5585,..
TL,AR,524,..
TL,AT,488,..
TL,AU,39748,566
TL,AW,1359,..
TL,AZ,341,..
TL,BA,325,..
TL,BB,658,..
TL,BD,2538,138
TL,BE,597,..
TL,BF,848,..
TL,BG,318,..
TL,BH,2051,..
TL,BI,1267,..
TL,BJ,4883,..
TL,BN,22771,..
TL,BO,854,..
TL,BR,2415,205
TL,BS,633,..
TL,BT,1955,..
TL,BW,1154,..
TL,BY,257,..
TL,BZ,1997,..
TL,CA,439,..
TL,CD,1535,..
TL,CF,2043,..
TL,CG,1445,..
TL,CH,1342,..
TL,CI,1194,..
TL,CL,387,..
TL,CM,920,..
TL,CO,826,..
TL,CR,930,..
TL,CV,82427,..
TL,CW,414,..
TL,CY,604,..
TL,CZ,210,..
TL,DE,422,..
TL,DJ,1442,..
TL,DK,320,..
TL,DO,1713,..
TL,DZ,556,..
TL,EC,854,..
TL,EE,507,..
TL,EG,472,..
TL,ES,767,..
TL,ET,1377,..
TL,FI,221,..
TL,FJ,11495,..
TL,FR,357,..
TL,GA,1159,..
TL,GB,62428,..
TL,GD,3094,..
TL,GE,308,..
TL,GF,676,#N/A
TL,GH,2005,..
TL,GM,2022,..
TL,GN,1190,..
TL,GP,691,#N/A
TL,GQ,2170,..
TL,GR,301,..
TL,GT,646,..
TL,GU,1512,..
TL,GW,5587,..
TL,GY,2580,..
TL,HK,3571,..
TL,HN,1218,..
TL,HR,602,..
TL,HT,1465,..
TL,HU,293,..
TL,ID,282190,6040
TL,IE,20263,..
TL,IM,10783,..
TL,IN,1066,..
TL,IS,272,..
TL,IT,1089,..
TL,JE,14758,#N/A
TL,JM,1364,..
TL,JO,420,..
TL,JP,1256,..
TL,KE,1490,..
TL,KG,372,..
TL,KH,4098,..
TL,KI,12650,..
TL,KM,697,..
TL,KR,63291,..
TL,KW,1638,..
TL,KY,1494,..
TL,KZ,262,..
TL,LA,1703,..
TL,LB,562,..
TL,LC,964,..
TL,LK,5236,..
TL,LR,2405,..
TL,LS,616,..
TL,LT,258,..
TL,LU,1550,..
TL,LV,214,..
TL,LY,372,..
TL,MA,1141,..
TL,MD,216,..
TL,ME,815,..
TL,MG,2059,..
TL,MK,278,..
TL,ML,1721,..
TL,MM,572,..
TL,MN,963,..
TL,MO,24256,..
TL,MQ,299,#N/A
TL,MR,772,..
TL,MT,687,..
TL,MU,889,..
TL,MV,3319,..
TL,MW,803,..
TL,MX,503,..
TL,MY,15948,180
TL,MZ,6820,..
TL,NC,873,..
TL,NE,1201,..
TL,NG,907,..
TL,NI,1296,..
TL,NL,1955,..
TL,NO,482,..
TL,NP,1391,..
TL,NZ,7596,186
TL,OM,1940,..
TL,PA,1043,..
TL,PE,627,..
TL,PF,1412,..
TL,PG,20471,..
TL,PH,5375,796
TL,PK,2222,255
TL,PL,165,..
TL,PR,530,..
TL,PS,442,#N/A
TL,PT,55957,348
TL,PY,1614,..
TL,QA,2509,..
TL,RE,214,#N/A
TL,RO,387,..
TL,RS,217,..
TL,RW,1356,..
TL,SA,1817,..
TL,SB,17521,..
TL,SC,2440,..
TL,SE,362,..
TL,SG,8507,77
TL,SI,241,..
TL,SK,250,..
TL,SL,2797,..
TL,SN,780,..
TL,SR,1413,..
TL,ST,20045,..
TL,SV,650,..
TL,SZ,979,#N/A
TL,TD,1273,..
TL,TG,1770,..
TL,TH,638,161
TL,TJ,798,..
TL,TL,237836309,..
TL,TN,677,..
TL,TO,13501,..
TL,TR,246,..
TL,TT,952,..
TL,TW,955,#N/A
TL,TZ,1611,..
TL,UA,165,..
TL,UG,2550,..
TL,US,491,74
TL,UY,628,..
TL,UZ,401,..
TL,VC,1257,..
TL,VN,724,218
TL,VU,10309,..
TL,WS,10204,..
TL,XK,316,#N/A
TL,YT,391,#N/A
TL,ZA,501,..
TL,ZM,1274,..
TL,ZW,1199,..
TL,NA,1643,..
TN,AE,12464,..
TN,AG,1033,..
TN,AL,2388,..
TN,AM,929,..
TN,AO,2811,..
TN,AR,2355,..
TN,AT,5487,..
TN,AU,759,..
TN,AW,1120,..
TN,AZ,1089,..
TN,BA,2199,..
TN,BB,612,..
TN,BD,1244,..
TN,BE,11372,..
TN,BF,10615,..
TN,BG,1580,..
TN,BH,9874,..
TN,BI,2446,..
TN,BJ,5425,..
TN,BN,964,..
TN,BO,1946,..
TN,BR,2649,..
TN,BS,976,..
TN,BT,620,..
TN,BW,1780,..
TN,BY,7808,..
TN,BZ,1585,..
TN,CA,6243,..
TN,CD,10498,..
TN,CF,14563,..
TN,CG,13766,..
TN,CH,13931,..
TN,CI,26177,658
TN,CL,977,..
TN,CM,8816,730
TN,CO,2307,..
TN,CR,2141,..
TN,CV,1591,..
TN,CW,1095,..
TN,CY,3051,..
TN,CZ,2876,..
TN,DE,9535,1477
TN,DJ,15003,..
TN,DK,1762,..
TN,DO,2865,..
TN,DZ,33215,10620
TN,EC,1984,..
TN,EE,1439,..
TN,EG,10546,1159
TN,ES,2404,..
TN,ET,1342,..
TN,FI,1823,..
TN,FJ,993,..
TN,FR,36908,8784
TN,GA,24217,..
TN,GB,2048,..
TN,GD,998,..
TN,GE,1932,..
TN,GF,5920,#N/A
TN,GH,2862,..
TN,GM,4455,..
TN,GN,16916,..
TN,GP,2392,#N/A
TN,GQ,9383,..
TN,GR,2811,..
TN,GT,1594,..
TN,GU,821,..
TN,GW,3157,..
TN,GY,1887,..
TN,HK,585,..
TN,HN,3426,..
TN,HR,1484,..
TN,HT,2687,..
TN,HU,2604,..
TN,ID,1284,..
TN,IE,1582,..
TN,IM,668,..
TN,IN,329,..
TN,IS,1597,..
TN,IT,12944,2246
TN,JE,1040,#N/A
TN,JM,2004,..
TN,JO,13335,..
TN,JP,481,..
TN,KE,3054,..
TN,KG,1277,..
TN,KH,737,..
TN,KI,1402,..
TN,KM,28573,..
TN,KR,731,..
TN,KW,10139,..
TN,KY,1001,..
TN,KZ,1290,..
TN,LA,388,..
TN,LB,15277,..
TN,LC,905,..
TN,LK,712,..
TN,LR,5466,..
TN,LS,1587,..
TN,LT,3021,..
TN,LU,20726,..
TN,LV,6534,..
TN,LY,41180,9302
TN,MA,28786,5901
TN,MD,3236,..
TN,ME,2214,..
TN,MG,6425,..
TN,MK,1881,..
TN,ML,13408,1015
TN,MM,246,..
TN,MN,677,..
TN,MO,488,..
TN,MQ,2238,#N/A
TN,MR,29341,538
TN,MT,13517,..
TN,MU,2323,..
TN,MV,2006,..
TN,MW,830,..
TN,MX,2240,..
TN,MY,808,..
TN,MZ,2358,..
TN,NC,2457,..
TN,NE,16838,..
TN,NG,1787,553
TN,NI,2598,..
TN,NL,3126,..
TN,NO,1817,..
TN,NP,479,..
TN,NZ,782,..
TN,OM,19445,..
TN,PA,1679,..
TN,PE,1314,..
TN,PF,2993,..
TN,PG,691,..
TN,PH,1392,..
TN,PK,2095,..
TN,PL,2315,..
TN,PR,793,..
TN,PS,14429,#N/A
TN,PT,1920,..
TN,PY,5343,..
TN,QA,69373,..
TN,RE,2935,#N/A
TN,RO,3149,..
TN,RS,2730,..
TN,RW,2043,..
TN,SA,10833,..
TN,SB,1119,..
TN,SC,2938,..
TN,SE,4232,..
TN,SG,746,..
TN,SI,1977,..
TN,SK,2796,..
TN,SL,7073,..
TN,SN,6038,417
TN,SR,1367,..
TN,ST,1528,..
TN,SV,1823,..
TN,SZ,2301,#N/A
TN,TD,13757,..
TN,TG,5194,..
TN,TH,419,..
TN,TJ,1190,..
TN,TL,677,..
TN,TN,5815928,..
TN,TO,3627,..
TN,TR,3762,..
TN,TT,1583,..
TN,TW,251,#N/A
TN,TZ,3010,..
TN,UA,4496,..
TN,UG,3250,..
TN,US,1078,619
TN,UY,1583,..
TN,UZ,895,..
TN,VC,857,..
TN,VN,300,..
TN,VU,476,..
TN,WS,3424,..
TN,XK,1937,#N/A
TN,YT,8351,#N/A
TN,ZA,1280,..
TN,ZM,2783,..
TN,ZW,939,..
TN,NA,2973,..
TO,AE,2289,..
TO,AG,7251,..
TO,AL,502,..
TO,AM,217,..
TO,AO,1540,..
TO,AR,318,..
TO,AT,1135,..
TO,AU,401646,..
TO,AW,3412,..
TO,AZ,404,..
TO,BA,337,..
TO,BB,5616,..
TO,BD,1525,..
TO,BE,752,..
TO,BF,993,..
TO,BG,446,..
TO,BH,1500,..
TO,BI,1227,..
TO,BJ,5431,..
TO,BN,1561,..
TO,BO,405,..
TO,BR,417,..
TO,BS,3304,..
TO,BT,1163,..
TO,BW,2787,..
TO,BY,220,..
TO,BZ,17442,..
TO,CA,2351,..
TO,CD,1624,..
TO,CF,1450,..
TO,CG,1547,..
TO,CH,1912,..
TO,CI,1340,..
TO,CL,627,..
TO,CM,1520,..
TO,CO,515,..
TO,CR,634,..
TO,CV,21682,..
TO,CW,2456,..
TO,CY,1297,..
TO,CZ,910,..
TO,DE,1188,..
TO,DJ,3401,..
TO,DK,1560,..
TO,DO,2675,..
TO,DZ,2440,..
TO,EC,713,..
TO,EE,280,..
TO,EG,782,..
TO,ES,859,..
TO,ET,857,..
TO,FI,460,..
TO,FJ,3448771,625
TO,FR,3023,..
TO,GA,963,..
TO,GB,4797,..
TO,GD,7840,..
TO,GE,1452,..
TO,GF,4931,#N/A
TO,GH,4396,..
TO,GM,3579,..
TO,GN,1151,..
TO,GP,664,#N/A
TO,GQ,1093,..
TO,GR,406,..
TO,GT,651,..
TO,GU,362635,..
TO,GW,1614,..
TO,GY,93509,..
TO,HK,1174,..
TO,HN,914,..
TO,HR,587,..
TO,HT,2101,..
TO,HU,265,..
TO,ID,1095,..
TO,IE,2138,..
TO,IM,1689,..
TO,IN,846,235
TO,IS,1864,..
TO,IT,636,..
TO,JE,3032,#N/A
TO,JM,4422,..
TO,JO,484,..
TO,JP,10199,88
TO,KE,1421,..
TO,KG,195,..
TO,KH,559,..
TO,KI,1127233,..
TO,KM,2529,..
TO,KR,562,..
TO,KW,1613,..
TO,KY,5702,..
TO,KZ,155,..
TO,LA,538,..
TO,LB,749,..
TO,LC,9313,..
TO,LK,3254,..
TO,LR,6669,..
TO,LS,788,..
TO,LT,187,..
TO,LU,691,..
TO,LV,912,..
TO,LY,483,..
TO,MA,12517,..
TO,MD,163,..
TO,ME,589,..
TO,MG,1775,..
TO,MK,654,..
TO,ML,1158,..
TO,MM,240,..
TO,MN,740,..
TO,MO,8002,..
TO,MQ,911,#N/A
TO,MR,1148,..
TO,MT,4530,..
TO,MU,9132,..
TO,MV,3395,..
TO,MW,3589,..
TO,MX,427,..
TO,MY,962,..
TO,MZ,2021,..
TO,NC,242093,..
TO,NE,1428,..
TO,NG,3481,..
TO,NI,813,..
TO,NL,597,..
TO,NO,830,..
TO,NP,942,..
TO,NZ,3475652,..
TO,OM,1548,..
TO,PA,1300,..
TO,PE,518,..
TO,PF,118526,..
TO,PG,567194,..
TO,PH,3333,..
TO,PK,2037,..
TO,PL,948,..
TO,PR,594,..
TO,PS,477,#N/A
TO,PT,493,..
TO,PY,693,..
TO,QA,2405,..
TO,RE,691,#N/A
TO,RO,2399,..
TO,RS,336,..
TO,RW,1444,..
TO,SA,1372,..
TO,SB,505891,..
TO,SC,9579,..
TO,SE,2108,..
TO,SG,1761,..
TO,SI,272,..
TO,SK,937,..
TO,SL,6458,..
TO,SN,1266,..
TO,SR,86463,..
TO,ST,1773,..
TO,SV,696,..
TO,SZ,1580,#N/A
TO,TD,1053,..
TO,TG,2144,..
TO,TH,426,..
TO,TJ,1533,..
TO,TL,13501,..
TO,TN,3627,..
TO,TO,695374770,..
TO,TR,302,..
TO,TT,8572,..
TO,TW,716,#N/A
TO,TZ,1239,..
TO,UA,231,..
TO,UG,6903,..
TO,US,32432,..
TO,UY,639,..
TO,UZ,300,..
TO,VC,5971,..
TO,VN,383,..
TO,VU,1226478,..
TO,WS,21060995,287
TO,XK,1530,#N/A
TO,YT,3618,#N/A
TO,ZA,1149,..
TO,ZM,8790,..
TO,ZW,4161,..
TO,NA,1829,..
TR,AE,5164,50
TR,AG,850,..
TR,AL,3952,3929
TR,AM,1836,940
TR,AO,1600,..
TR,AR,526,165
TR,AT,16306,17009
TR,AU,1504,3482
TR,AW,588,..
TR,AZ,30534,19918
TR,BA,4329,2807
TR,BB,564,..
TR,BD,1026,388
TR,BE,7378,10383
TR,BF,1544,..
TR,BG,13884,570585
TR,BH,3791,..
TR,BI,1414,..
TR,BJ,1498,..
TR,BN,732,..
TR,BO,328,..
TR,BR,548,406
TR,BS,1425,..
TR,BT,277,..
TR,BW,705,..
TR,BY,3554,354
TR,BZ,579,..
TR,CA,1537,1691
TR,CD,1473,86
TR,CF,2072,..
TR,CG,1937,..
TR,CH,9307,12302
TR,CI,1472,..
TR,CL,395,50
TR,CM,2495,..
TR,CO,517,54
TR,CR,550,62
TR,CV,639,..
TR,CW,703,..
TR,CY,101889,12328
TR,CZ,1077,1343
TR,DE,16693,324602
TR,DJ,16734,..
TR,DK,4912,3991
TR,DO,1339,..
TR,DZ,3235,765
TR,EC,353,..
TR,EE,1754,132
TR,EG,4064,931
TR,ES,1085,1433
TR,ET,1656,177
TR,FI,2703,1981
TR,FJ,252,..
TR,FR,3473,18955
TR,GA,1860,..
TR,GB,2912,22442
TR,GD,482,..
TR,GE,14209,7723
TR,GF,711,#N/A
TR,GH,2426,170
TR,GM,4932,..
TR,GN,2541,..
TR,GP,324,#N/A
TR,GQ,2488,..
TR,GR,7669,70269
TR,GT,233,..
TR,GU,311,..
TR,GW,2079,..
TR,GY,534,..
TR,HK,575,66
TR,HN,496,..
TR,HR,1258,262
TR,HT,968,..
TR,HU,1363,615
TR,ID,761,211
TR,IE,2032,636
TR,IM,1609,..
TR,IN,248,615
TR,IS,1159,49
TR,IT,1538,3371
TR,JE,670,#N/A
TR,JM,976,..
TR,JO,11291,1084
TR,JP,511,2372
TR,KE,1833,204
TR,KG,9913,2326
TR,KH,459,..
TR,KI,463,..
TR,KM,1297,..
TR,KR,533,605
TR,KW,4587,337
TR,KY,1644,..
TR,KZ,5408,5926
TR,LA,502,..
TR,LB,21795,1341
TR,LC,555,..
TR,LK,475,61
TR,LR,3395,..
TR,LS,472,..
TR,LT,1637,307
TR,LU,4342,51
TR,LV,1604,74
TR,LY,7355,3642
TR,MA,3813,568
TR,MD,3876,2766
TR,ME,11255,..
TR,MG,1643,..
TR,MK,12241,170807
TR,ML,1662,..
TR,MM,173,43
TR,MN,3988,224
TR,MO,519,..
TR,MQ,365,#N/A
TR,MR,4245,..
TR,MT,7253,49
TR,MU,721,..
TR,MV,1698,..
TR,MW,519,..
TR,MX,311,180
TR,MY,627,311
TR,MZ,1034,..
TR,NC,214,..
TR,NE,2373,..
TR,NG,1984,1039
TR,NI,505,..
TR,NL,9568,25894
TR,NO,3578,4215
TR,NP,462,..
TR,NZ,584,342
TR,OM,3343,28
TR,PA,608,..
TR,PE,357,61
TR,PF,235,..
TR,PG,460,..
TR,PH,791,691
TR,PK,3830,1380
TR,PL,924,4050
TR,PR,379,..
TR,PS,12654,#N/A
TR,PT,1115,264
TR,PY,853,..
TR,QA,5798,35
TR,RE,258,#N/A
TR,RO,2330,24605
TR,RS,3335,..
TR,RW,1335,..
TR,SA,6375,5218
TR,SB,311,..
TR,SC,1070,..
TR,SE,5551,6328
TR,SG,707,232
TR,SI,1560,172
TR,SK,897,371
TR,SL,5262,..
TR,SN,2154,76
TR,SR,693,..
TR,ST,820,..
TR,SV,290,..
TR,SZ,750,#N/A
TR,TD,9606,..
TR,TG,1992,..
TR,TH,487,172
TR,TJ,6881,327
TR,TL,246,..
TR,TN,3762,610
TR,TO,302,..
TR,TR,982739,..
TR,TT,547,..
TR,TW,284,#N/A
TR,TZ,1679,262
TR,UA,3038,4957
TR,UG,4445,..
TR,US,788,16111
TR,UY,551,50
TR,UZ,9515,9450
TR,VC,649,..
TR,VN,227,34
TR,VU,209,..
TR,WS,212,..
TR,XK,9002,#N/A
TR,YT,424,#N/A
TR,ZA,483,348
TR,ZM,1379,..
TR,ZW,694,..
TR,NA,1369,..
TT,AE,4764,..
TT,AG,980369,..
TT,AL,1105,..
TT,AM,357,..
TT,AO,3619,..
TT,AR,1878,..
TT,AT,1642,..
TT,AU,3178,..
TT,AW,104579,..
TT,AZ,853,..
TT,BA,795,..
TT,BB,1151669,1073
TT,BD,1096,..
TT,BE,1759,..
TT,BF,1774,..
TT,BG,1029,..
TT,BH,3008,..
TT,BI,1661,..
TT,BJ,2719,..
TT,BN,2141,..
TT,BO,1465,..
TT,BR,2411,..
TT,BS,212251,..
TT,BT,526,..
TT,BW,7395,..
TT,BY,713,..
TT,BZ,111113,..
TT,CA,38092,1788
TT,CD,2590,..
TT,CF,3777,..
TT,CG,4722,..
TT,CH,3461,..
TT,CI,2927,..
TT,CL,5587,..
TT,CM,3557,..
TT,CO,11468,..
TT,CR,4322,..
TT,CV,2936,..
TT,CW,100541,..
TT,CY,3557,..
TT,CZ,661,..
TT,DE,1906,254
TT,DJ,1313,..
TT,DK,1918,..
TT,DO,23196,..
TT,DZ,1075,..
TT,EC,6621,..
TT,EE,1240,..
TT,EG,887,..
TT,ES,2849,..
TT,ET,1449,..
TT,FI,1099,..
TT,FJ,66584,..
TT,FR,1420,..
TT,GA,3709,..
TT,GB,14806,2383
TT,GD,3043916,8079
TT,GE,687,..
